Entity,Code,Year,Wine | 00000564 || Production | 005510 || tonnes
Ethiopia,ETH,2009,1627.62
Ethiopia,ETH,2010,913.94
Ethiopia,ETH,2011,916.61
Ethiopia,ETH,2012,920.87
Ethiopia,ETH,2013,920.87
Ethiopia,ETH,2014,867.08
Ethiopia,ETH,2015,825.76
Ethiopia,ETH,2016,812.32
Ethiopia,ETH,2017,803.7
Ethiopia,ETH,2018,778.04
Ethiopia,ETH,2019,845.64
Ethiopia,ETH,2020,838.35
Ethiopia (former),OWID_ERE,1967,7.99
Ethiopia (former),OWID_ERE,1968,10.24
Ethiopia (former),OWID_ERE,1969,749.25
Ethiopia (former),OWID_ERE,1970,751.5
Ethiopia (former),OWID_ERE,1971,749.25
Ethiopia (former),OWID_ERE,1972,749.25
Ethiopia (former),OWID_ERE,1973,749.25
Ethiopia (former),OWID_ERE,1974,749.5
Ethiopia (former),OWID_ERE,1975,749.5
Ethiopia (former),OWID_ERE,1976,749.5
Ethiopia (former),OWID_ERE,1977,753.75
Ethiopia (former),OWID_ERE,1978,757.99
Ethiopia (former),OWID_ERE,1979,749.25
Ethiopia (former),OWID_ERE,1980,749.25
Ethiopia (former),OWID_ERE,1981,804.19
Ethiopia (former),OWID_ERE,1982,749.25
Ethiopia (former),OWID_ERE,1983,749.25
Ethiopia (former),OWID_ERE,1984,749.25
Ethiopia (former),OWID_ERE,1985,749.25
Ethiopia (former),OWID_ERE,1986,749.25
Ethiopia (former),OWID_ERE,1987,749.25
Ethiopia (former),OWID_ERE,1988,1026.72
Ethiopia (former),OWID_ERE,1989,999
Ethiopia (former),OWID_ERE,1990,1004.49
Ethiopia (former),OWID_ERE,1991,1009.49
Ethiopia (former),OWID_ERE,1992,1048.95
Europe,,1961,16127116
Europe,,1962,22260396
Europe,,1963,19283510
Europe,,1964,22506074
Europe,,1965,22047728
Europe,,1966,21377534
Europe,,1967,22140052
Europe,,1968,22355208
Europe,,1969,21970038
Europe,,1970,24691078
Europe,,1971,22274900
Europe,,1972,21255662
Europe,,1973,28458914
Europe,,1974,26682948
Europe,,1975,24770514
Europe,,1976,25016794
Europe,,1977,22235380
Europe,,1978,23331038
Europe,,1979,30566708
Europe,,1980,28220584
Europe,,1981,24827124
Europe,,1982,29869380
Europe,,1983,28046208
Europe,,1984,25792496
Europe,,1985,23161184
Europe,,1986,25708814
Europe,,1987,25112736
Europe,,1988,20372516
Europe,,1989,22061582
Europe,,1990,22494200
Europe,,1991,19707088
Europe,,1992,22695060
Europe,,1993,19300704
Europe,,1994,18589544
Europe,,1995,18394586
Europe,,1996,20455576
Europe,,1997,18755656
Europe,,1998,18930284
Europe,,1999,20463666
Europe,,2000,20235352
Europe,,2001,18582732
Europe,,2002,17763508
Europe,,2003,18241988
Europe,,2004,21125110
Europe,,2005,18539848
Europe,,2006,18722072
Europe,,2007,17076232
Europe,,2008,17309204
Europe,,2009,16955010
Europe,,2010,17048260
Europe,,2011,17128290
Europe,,2012,15525557
Europe,,2013,17942400
Europe,,2014,16809800
Europe,,2015,17157694
Europe,,2016,17395850
Europe,,2017,15135083
Europe,,2018,18410828
Europe,,2019,16103969
Europe,,2020,17148580
Europe (FAO),,1961,16105715
Europe (FAO),,1962,22241442
Europe (FAO),,1963,19285826
Europe (FAO),,1964,22499532
Europe (FAO),,1965,22028864
Europe (FAO),,1966,21355710
Europe (FAO),,1967,22111292
Europe (FAO),,1968,22324110
Europe (FAO),,1969,21938600
Europe (FAO),,1970,24676016
Europe (FAO),,1971,22236932
Europe (FAO),,1972,21219216
Europe (FAO),,1973,28447766
Europe (FAO),,1974,26639784
Europe (FAO),,1975,24737884
Europe (FAO),,1976,24982714
Europe (FAO),,1977,22205618
Europe (FAO),,1978,23282384
Europe (FAO),,1979,30514128
Europe (FAO),,1980,28166316
Europe (FAO),,1981,24795824
Europe (FAO),,1982,29847340
Europe (FAO),,1983,28020212
Europe (FAO),,1984,25763992
Europe (FAO),,1985,23133620
Europe (FAO),,1986,25658790
Europe (FAO),,1987,25055432
Europe (FAO),,1988,20302246
Europe (FAO),,1989,21991704
Europe (FAO),,1990,22449756
Europe (FAO),,1991,19674556
Europe (FAO),,1992,22658338
Europe (FAO),,1993,19232986
Europe (FAO),,1994,18558602
Europe (FAO),,1995,18354152
Europe (FAO),,1996,20412440
Europe (FAO),,1997,18709728
Europe (FAO),,1998,18875254
Europe (FAO),,1999,20426594
Europe (FAO),,2000,20178352
Europe (FAO),,2001,18532432
Europe (FAO),,2002,17739508
Europe (FAO),,2003,18203488
Europe (FAO),,2004,21097872
Europe (FAO),,2005,18510962
Europe (FAO),,2006,18695986
Europe (FAO),,2007,17057148
Europe (FAO),,2008,17293506
Europe (FAO),,2009,16942772
Europe (FAO),,2010,17037338
Europe (FAO),,2011,17114214
Europe (FAO),,2012,15514805
Europe (FAO),,2013,17930968
Europe (FAO),,2014,16798842
Europe (FAO),,2015,17148750
Europe (FAO),,2016,17387950
Europe (FAO),,2017,15126983
Europe (FAO),,2018,18399828
Europe (FAO),,2019,16093069
Europe (FAO),,2020,17138580
European Union (27),,1961,14743398
European Union (27),,1962,20628308
European Union (27),,1963,17379792
European Union (27),,1964,20503952
European Union (27),,1965,20040328
European Union (27),,1966,19072554
European Union (27),,1967,19651280
European Union (27),,1968,19654536
European Union (27),,1969,18680328
European Union (27),,1970,21232488
European Union (27),,1971,18723728
European Union (27),,1972,18514596
European Union (27),,1973,24944896
European Union (27),,1974,23221628
European Union (27),,1975,21050024
European Union (27),,1976,20975936
European Union (27),,1977,18266340
European Union (27),,1978,20040432
European Union (27),,1979,26699936
European Union (27),,1980,23941236
European Union (27),,1981,20452468
European Union (27),,1982,25197256
European Union (27),,1983,23435170
European Union (27),,1984,21470510
European Union (27),,1985,19898980
European Union (27),,1986,23267094
European Union (27),,1987,22795896
European Union (27),,1988,17743604
European Union (27),,1989,19318446
European Union (27),,1990,20105204
European Union (27),,1991,17405156
European Union (27),,1992,20970216
European Union (27),,1993,17846418
European Union (27),,1994,17256128
European Union (27),,1995,17132580
European Union (27),,1996,19205258
European Union (27),,1997,17677946
European Union (27),,1998,17925264
European Union (27),,1999,19623386
European Union (27),,2000,19243872
European Union (27),,2001,17495440
European Union (27),,2002,16678786
European Union (27),,2003,17035200
European Union (27),,2004,19758874
European Union (27),,2005,17306278
European Union (27),,2006,17496736
European Union (27),,2007,15780440
European Union (27),,2008,15977146
European Union (27),,2009,15581275
European Union (27),,2010,15369444
European Union (27),,2011,15623279
European Union (27),,2012,14111490
European Union (27),,2013,16558446
European Union (27),,2014,15832741
European Union (27),,2015,16272122
European Union (27),,2016,16383359
European Union (27),,2017,14216725
European Union (27),,2018,17406968
European Union (27),,2019,15106850
European Union (27),,2020,16223834
European Union (27) (FAO),,1961,14755484
European Union (27) (FAO),,1962,20641416
European Union (27) (FAO),,1963,17395930
European Union (27) (FAO),,1964,20520744
European Union (27) (FAO),,1965,20052128
European Union (27) (FAO),,1966,19086126
European Union (27) (FAO),,1967,19664360
European Union (27) (FAO),,1968,19666960
European Union (27) (FAO),,1969,18693476
European Union (27) (FAO),,1970,21257224
European Union (27) (FAO),,1971,18735180
European Union (27) (FAO),,1972,18529596
European Union (27) (FAO),,1973,24964496
European Union (27) (FAO),,1974,23235928
European Union (27) (FAO),,1975,21066532
European Union (27) (FAO),,1976,20989136
European Union (27) (FAO),,1977,18282480
European Union (27) (FAO),,1978,20048242
European Union (27) (FAO),,1979,26706704
European Union (27) (FAO),,1980,23946924
European Union (27) (FAO),,1981,20462742
European Union (27) (FAO),,1982,25223434
European Union (27) (FAO),,1983,23454096
European Union (27) (FAO),,1984,21486156
European Union (27) (FAO),,1985,19910084
European Union (27) (FAO),,1986,23283470
European Union (27) (FAO),,1987,22810540
European Union (27) (FAO),,1988,17758276
European Union (27) (FAO),,1989,19342092
European Union (27) (FAO),,1990,20120682
European Union (27) (FAO),,1991,17414124
European Union (27) (FAO),,1992,20997996
European Union (27) (FAO),,1993,17863700
European Union (27) (FAO),,1994,17273686
European Union (27) (FAO),,1995,17147644
European Union (27) (FAO),,1996,19218020
European Union (27) (FAO),,1997,17685416
European Union (27) (FAO),,1998,17941236
European Union (27) (FAO),,1999,19641814
European Union (27) (FAO),,2000,19243872
European Union (27) (FAO),,2001,17495440
European Union (27) (FAO),,2002,16678786
European Union (27) (FAO),,2003,17035200
European Union (27) (FAO),,2004,19758874
European Union (27) (FAO),,2005,17306278
European Union (27) (FAO),,2006,17496736
European Union (27) (FAO),,2007,15780440
European Union (27) (FAO),,2008,15977146
European Union (27) (FAO),,2009,15581275
European Union (27) (FAO),,2010,15369444
European Union (27) (FAO),,2011,15623279
European Union (27) (FAO),,2012,14111490
European Union (27) (FAO),,2013,16558446
European Union (27) (FAO),,2014,15832741
European Union (27) (FAO),,2015,16272122
European Union (27) (FAO),,2016,16383359
European Union (27) (FAO),,2017,14216725
European Union (27) (FAO),,2018,17406968
European Union (27) (FAO),,2019,15106850
European Union (27) (FAO),,2020,16223834
France,FRA,1961,4855300
France,FRA,1962,7497000
France,FRA,1963,5752370
France,FRA,1964,6243200
France,FRA,1965,6841720
France,FRA,1966,6225340
France,FRA,1967,6202620
France,FRA,1968,6646030
France,FRA,1969,5128960
France,FRA,1970,7540180
France,FRA,1971,6224510
France,FRA,1972,5946880
France,FRA,1973,8347210
France,FRA,1974,7643110
France,FRA,1975,6697410
France,FRA,1976,7414530
France,FRA,1977,5302000
France,FRA,1978,5890500
France,FRA,1979,8437728
France,FRA,1980,6971100
France,FRA,1981,5770000
France,FRA,1982,7995000
France,FRA,1983,6880000
France,FRA,1984,6415000
France,FRA,1985,7029000
France,FRA,1986,7422000
France,FRA,1987,6944000
France,FRA,1988,5745500
France,FRA,1989,6048400
France,FRA,1990,6552210
France,FRA,1991,4266930
France,FRA,1992,6492850
France,FRA,1993,5331440
France,FRA,1994,5464000
France,FRA,1995,5560100
France,FRA,1996,6003700
France,FRA,1997,5509800
France,FRA,1998,5427100
France,FRA,1999,6293500
France,FRA,2000,5754100
France,FRA,2001,5338800
France,FRA,2002,5000000
France,FRA,2003,4749060
France,FRA,2004,5910694
France,FRA,2005,5344170
France,FRA,2006,5349333
France,FRA,2007,4711600
France,FRA,2008,4268899
France,FRA,2009,4679170
France,FRA,2010,4531671
France,FRA,2011,5106761
France,FRA,2012,4209724
France,FRA,2013,4293455
France,FRA,2014,4742300
France,FRA,2015,4785700
France,FRA,2016,4504383
France,FRA,2017,3637009
France,FRA,2018,4888791
France,FRA,2019,4165524
France,FRA,2020,4390000
Georgia,GEO,1992,179700
Georgia,GEO,1993,162000
Georgia,GEO,1994,160000
Georgia,GEO,1995,79000
Georgia,GEO,1996,78100
Georgia,GEO,1997,78100
Georgia,GEO,1998,71700
Georgia,GEO,1999,71700
Georgia,GEO,2000,71700
Georgia,GEO,2001,59500
Georgia,GEO,2002,57600
Georgia,GEO,2003,65300
Georgia,GEO,2004,53000
Georgia,GEO,2005,87000
Georgia,GEO,2006,85000
Georgia,GEO,2007,107000
Georgia,GEO,2008,90200
Georgia,GEO,2009,104300
Georgia,GEO,2010,103400
Georgia,GEO,2011,110800
Georgia,GEO,2012,83000
Georgia,GEO,2013,99700
Georgia,GEO,2014,108692
Georgia,GEO,2015,75538.5
Georgia,GEO,2016,90005.1
Georgia,GEO,2017,87018
Georgia,GEO,2018,113969
Georgia,GEO,2019,140393
Georgia,GEO,2020,94010
Germany,DEU,1961,358700
Germany,DEU,1962,394200
Germany,DEU,1963,605600
Germany,DEU,1964,721100
Germany,DEU,1965,520000
Germany,DEU,1966,523500
Germany,DEU,1967,630000
Germany,DEU,1968,628900
Germany,DEU,1969,614600
Germany,DEU,1970,1011000
Germany,DEU,1971,635600
Germany,DEU,1972,793300
Germany,DEU,1973,1075100
Germany,DEU,1974,696400
Germany,DEU,1975,910500
Germany,DEU,1976,892600
Germany,DEU,1977,1127779
Germany,DEU,1978,784245
Germany,DEU,1979,866178
Germany,DEU,1980,486723
Germany,DEU,1981,747981
Germany,DEU,1982,1612800
Germany,DEU,1983,1339180
Germany,DEU,1984,888242
Germany,DEU,1985,609695
Germany,DEU,1986,1091607
Germany,DEU,1987,970783
Germany,DEU,1988,997560
Germany,DEU,1989,1448584
Germany,DEU,1990,950500
Germany,DEU,1991,1069900
Germany,DEU,1992,1348240
Germany,DEU,1993,992000
Germany,DEU,1994,1040600
Germany,DEU,1995,836100
Germany,DEU,1996,864199
Germany,DEU,1997,849481
Germany,DEU,1998,1083386
Germany,DEU,1999,1228597
Germany,DEU,2000,1008083
Germany,DEU,2001,908132
Germany,DEU,2002,988500
Germany,DEU,2003,811000
Germany,DEU,2004,1000700
Germany,DEU,2005,945300
Germany,DEU,2006,891600
Germany,DEU,2007,1026100
Germany,DEU,2008,999100
Germany,DEU,2009,922800
Germany,DEU,2010,690600
Germany,DEU,2011,913200
Germany,DEU,2012,901200
Germany,DEU,2013,840900
Germany,DEU,2014,920200
Germany,DEU,2015,571794
Germany,DEU,2016,578692
Germany,DEU,2017,626532
Germany,DEU,2018,633424
Germany,DEU,2019,437925.38
Germany,DEU,2020,472612.34
Greece,GRC,1961,363512
Greece,GRC,1962,406770
Greece,GRC,1963,279326
Greece,GRC,1964,359267
Greece,GRC,1965,405746
Greece,GRC,1966,394787
Greece,GRC,1967,383143
Greece,GRC,1968,410596
Greece,GRC,1969,489479
Greece,GRC,1970,453227
Greece,GRC,1971,420000
Greece,GRC,1972,443000
Greece,GRC,1973,393000
Greece,GRC,1974,451000
Greece,GRC,1975,409000
Greece,GRC,1976,407000
Greece,GRC,1977,400200
Greece,GRC,1978,429600
Greece,GRC,1979,412200
Greece,GRC,1980,449900
Greece,GRC,1981,479300
Greece,GRC,1982,461840
Greece,GRC,1983,501400
Greece,GRC,1984,500700
Greece,GRC,1985,449900
Greece,GRC,1986,452102
Greece,GRC,1987,427650
Greece,GRC,1988,425776
Greece,GRC,1989,462760
Greece,GRC,1990,392900
Greece,GRC,1991,398450
Greece,GRC,1992,404100
Greece,GRC,1993,337800
Greece,GRC,1994,305100
Greece,GRC,1995,390000
Greece,GRC,1996,408500
Greece,GRC,1997,406650
Greece,GRC,1998,453560
Greece,GRC,1999,433320
Greece,GRC,2000,368000
Greece,GRC,2001,355800
Greece,GRC,2002,347700
Greece,GRC,2003,387046
Greece,GRC,2004,443305
Greece,GRC,2005,376866
Greece,GRC,2006,454051
Greece,GRC,2007,350028
Greece,GRC,2008,400409
Greece,GRC,2009,386910
Greece,GRC,2010,339073.34
Greece,GRC,2011,327055.88
Greece,GRC,2012,337338.94
Greece,GRC,2013,325051.12
Greece,GRC,2014,266182.47
Greece,GRC,2015,299558
Greece,GRC,2016,302493
Greece,GRC,2017,297556
Greece,GRC,2018,300031
Greece,GRC,2019,280336
Greece,GRC,2020,290000
High-income countries,,1961,15603381
High-income countries,,1962,21350846
High-income countries,,1963,18059570
High-income countries,,1964,21318144
High-income countries,,1965,20787916
High-income countries,,1966,19754264
High-income countries,,1967,20553524
High-income countries,,1968,20349868
High-income countries,,1969,19495058
High-income countries,,1970,22425660
High-income countries,,1971,20209788
High-income countries,,1972,20004200
High-income countries,,1973,26367716
High-income countries,,1974,24753212
High-income countries,,1975,22650648
High-income countries,,1976,22231168
High-income countries,,1977,19957736
High-income countries,,1978,21773056
High-income countries,,1979,28318628
High-income countries,,1980,26007176
High-income countries,,1981,22039460
High-income countries,,1982,26834232
High-income countries,,1983,24888560
High-income countries,,1984,22889582
High-income countries,,1985,21963690
High-income countries,,1986,24835440
High-income countries,,1987,24746102
High-income countries,,1988,20126368
High-income countries,,1989,21839238
High-income countries,,1990,22593310
High-income countries,,1991,19572216
High-income countries,,1992,23054144
High-income countries,,1993,20226324
High-income countries,,1994,19559644
High-income countries,,1995,19262024
High-income countries,,1996,21531340
High-income countries,,1997,20877836
High-income countries,,1998,21008694
High-income countries,,1999,22746508
High-income countries,,2000,22903096
High-income countries,,2001,21222132
High-income countries,,2002,20453604
High-income countries,,2003,20896224
High-income countries,,2004,23924936
High-income countries,,2005,22409948
High-income countries,,2006,21891058
High-income countries,,2007,19815000
High-income countries,,2008,20355012
High-income countries,,2009,20337136
High-income countries,,2010,20130338
High-income countries,,2011,20481130
High-income countries,,2012,19656678
High-income countries,,2013,22196688
High-income countries,,2014,21473472
High-income countries,,2015,22020226
High-income countries,,2016,21599632
High-income countries,,2017,18739712
High-income countries,,2018,22763826
High-income countries,,2019,20253496
High-income countries,,2020,20409058
Hungary,HUN,1961,350759
Hungary,HUN,1962,313134
Hungary,HUN,1963,424346
Hungary,HUN,1964,554516
Hungary,HUN,1965,242500
Hungary,HUN,1966,336700
Hungary,HUN,1967,478900
Hungary,HUN,1968,484300
Hungary,HUN,1969,561400
Hungary,HUN,1970,437900
Hungary,HUN,1971,428900
Hungary,HUN,1972,503400
Hungary,HUN,1973,622600
Hungary,HUN,1974,425800
Hungary,HUN,1975,495100
Hungary,HUN,1976,451100
Hungary,HUN,1977,558800
Hungary,HUN,1978,475200
Hungary,HUN,1979,513200
Hungary,HUN,1980,569440
Hungary,HUN,1981,389120
Hungary,HUN,1982,676830
Hungary,HUN,1983,626147
Hungary,HUN,1984,507276
Hungary,HUN,1985,289020
Hungary,HUN,1986,441730
Hungary,HUN,1987,326280
Hungary,HUN,1988,470711
Hungary,HUN,1989,371140
Hungary,HUN,1990,547210
Hungary,HUN,1991,460711
Hungary,HUN,1992,387800
Hungary,HUN,1993,364410
Hungary,HUN,1994,369413
Hungary,HUN,1995,328938
Hungary,HUN,1996,418828
Hungary,HUN,1997,447209
Hungary,HUN,1998,433980
Hungary,HUN,1999,333878
Hungary,HUN,2000,429900
Hungary,HUN,2001,551400
Hungary,HUN,2002,333297
Hungary,HUN,2003,388002
Hungary,HUN,2004,527183
Hungary,HUN,2005,310328
Hungary,HUN,2006,314432
Hungary,HUN,2007,322000
Hungary,HUN,2008,344876
Hungary,HUN,2009,334368
Hungary,HUN,2010,181279
Hungary,HUN,2011,282206
Hungary,HUN,2012,224330
Hungary,HUN,2013,294416
Hungary,HUN,2014,258518
Hungary,HUN,2015,300813
Hungary,HUN,2016,302379
Hungary,HUN,2017,358132
Hungary,HUN,2018,355184
Hungary,HUN,2019,306200
Hungary,HUN,2020,307321
Iceland,ISL,2019,0
Iceland,ISL,2020,0
Israel,ISR,1961,11000
Israel,ISR,1962,11114
Israel,ISR,1963,13424
Israel,ISR,1964,13242
Israel,ISR,1965,14037
Israel,ISR,1966,12844
Israel,ISR,1967,12978
Israel,ISR,1968,13226
Israel,ISR,1969,13549
Israel,ISR,1970,13234
Israel,ISR,1971,14011
Israel,ISR,1972,14642
Israel,ISR,1973,14807
Israel,ISR,1974,16391
Israel,ISR,1975,15869
Israel,ISR,1976,16775
Israel,ISR,1977,18000
Israel,ISR,1978,20939
Israel,ISR,1979,18479
Israel,ISR,1980,18896
Israel,ISR,1981,16643
Israel,ISR,1982,16026
Israel,ISR,1983,16509
Israel,ISR,1984,17584
Israel,ISR,1985,18348
Israel,ISR,1986,17381
Israel,ISR,1987,16995
Israel,ISR,1988,15670
Israel,ISR,1989,14944
Israel,ISR,1990,12795
Israel,ISR,1991,11972
Israel,ISR,1992,12373
Israel,ISR,1993,12733
Israel,ISR,1994,12000
Israel,ISR,1995,12200
Israel,ISR,1996,9000
Israel,ISR,1997,9000
Israel,ISR,1998,9000
Israel,ISR,1999,8000
Israel,ISR,2000,7500
Israel,ISR,2001,5000
Israel,ISR,2002,5700
Israel,ISR,2003,5700
Israel,ISR,2004,5700
Israel,ISR,2005,5700
Israel,ISR,2006,5300
Israel,ISR,2007,5000
Israel,ISR,2008,4800
Israel,ISR,2009,4800
Israel,ISR,2010,5000
Israel,ISR,2011,5000
Israel,ISR,2012,5000
Israel,ISR,2013,5000
Israel,ISR,2014,5000
Israel,ISR,2015,2673.83
Israel,ISR,2016,2818.76
Israel,ISR,2017,3058.56
Israel,ISR,2018,2800.68
Israel,ISR,2019,2082.25
Israel,ISR,2020,1712.18
Italy,ITA,1961,5248200
Italy,ITA,1962,6999300
Italy,ITA,1963,5364000
Italy,ITA,1964,6694500
Italy,ITA,1965,6820600
Italy,ITA,1966,6470600
Italy,ITA,1967,7472500
Italy,ITA,1968,6532300
Italy,ITA,1969,7165800
Italy,ITA,1970,6887400
Italy,ITA,1971,6421000
Italy,ITA,1972,6017000
Italy,ITA,1973,7672000
Italy,ITA,1974,7687000
Italy,ITA,1975,6983000
Italy,ITA,1976,6585000
Italy,ITA,1977,6414200
Italy,ITA,1978,7244000
Italy,ITA,1979,8514600
Italy,ITA,1980,8654500
Italy,ITA,1981,7056000
Italy,ITA,1982,7264800
Italy,ITA,1983,8328000
Italy,ITA,1984,7090000
Italy,ITA,1985,6234000
Italy,ITA,1986,7709330
Italy,ITA,1987,7587490
Italy,ITA,1988,6101030
Italy,ITA,1989,6032680
Italy,ITA,1990,5486610
Italy,ITA,1991,5978800
Italy,ITA,1992,6868610
Italy,ITA,1993,6267160
Italy,ITA,1994,5927974
Italy,ITA,1995,5620140
Italy,ITA,1996,5877181
Italy,ITA,1997,5056313
Italy,ITA,1998,5714040
Italy,ITA,1999,5807280
Italy,ITA,2000,5408752
Italy,ITA,2001,5229300
Italy,ITA,2002,4460413
Italy,ITA,2003,4408611
Italy,ITA,2004,5313517
Italy,ITA,2005,5056648
Italy,ITA,2006,4711665
Italy,ITA,2007,4094326
Italy,ITA,2008,4394644
Italy,ITA,2009,4342412
Italy,ITA,2010,4469318
Italy,ITA,2011,4063165
Italy,ITA,2012,3826531
Italy,ITA,2013,4504412
Italy,ITA,2014,4208752
Italy,ITA,2015,4874273
Italy,ITA,2016,5161546
Italy,ITA,2017,4382936
Italy,ITA,2018,5415000
Italy,ITA,2019,4985862
Italy,ITA,2020,5191550
Japan,JPN,1961,10800
Japan,JPN,1962,13700
Japan,JPN,1963,13300
Japan,JPN,1964,6491
Japan,JPN,1965,10084
Japan,JPN,1966,10291
Japan,JPN,1967,19414
Japan,JPN,1968,22560
Japan,JPN,1969,16920
Japan,JPN,1970,15200
Japan,JPN,1971,15600
Japan,JPN,1972,17400
Japan,JPN,1973,21800
Japan,JPN,1974,25000
Japan,JPN,1975,30000
Japan,JPN,1976,35000
Japan,JPN,1977,38060
Japan,JPN,1978,56690
Japan,JPN,1979,45250
Japan,JPN,1980,45620
Japan,JPN,1981,43270
Japan,JPN,1982,59220
Japan,JPN,1983,58890
Japan,JPN,1984,45070
Japan,JPN,1985,51420
Japan,JPN,1986,44580
Japan,JPN,1987,52730
Japan,JPN,1988,60940
Japan,JPN,1989,55410
Japan,JPN,1990,58283
Japan,JPN,1991,56944
Japan,JPN,1992,50315
Japan,JPN,1993,51020
Japan,JPN,1994,52050
Japan,JPN,1995,65210
Japan,JPN,1996,67513
Japan,JPN,1997,93400
Japan,JPN,1998,115910
Japan,JPN,1999,100250
Japan,JPN,2000,97400
Japan,JPN,2001,110510
Japan,JPN,2002,110990
Japan,JPN,2003,93840
Japan,JPN,2004,93819
Japan,JPN,2005,95511
Japan,JPN,2006,89960
Japan,JPN,2007,63000
Japan,JPN,2008,66000
Japan,JPN,2009,73000
Japan,JPN,2010,75000
Japan,JPN,2011,79000
Japan,JPN,2012,80000
Japan,JPN,2013,80000
Japan,JPN,2014,85000
Japan,JPN,2015,75869.05
Japan,JPN,2016,80551.51
Japan,JPN,2017,78615.48
Japan,JPN,2018,79806.76
Japan,JPN,2019,86137.83
Japan,JPN,2020,80491.32
Jordan,JOR,2002,583
Jordan,JOR,2003,706
Jordan,JOR,2004,501
Jordan,JOR,2005,764
Jordan,JOR,2006,1450
Jordan,JOR,2007,2785
Jordan,JOR,2008,1365
Jordan,JOR,2009,1304
Jordan,JOR,2010,438
Jordan,JOR,2011,334
Jordan,JOR,2012,731
Jordan,JOR,2013,158
Jordan,JOR,2014,155
Jordan,JOR,2015,116
Jordan,JOR,2016,400
Jordan,JOR,2017,400
Jordan,JOR,2018,307
Jordan,JOR,2019,3077
Jordan,JOR,2020,1226
Kazakhstan,KAZ,1992,47230
Kazakhstan,KAZ,1993,23780
Kazakhstan,KAZ,1994,14210
Kazakhstan,KAZ,1995,12190
Kazakhstan,KAZ,1996,11420
Kazakhstan,KAZ,1997,11100
Kazakhstan,KAZ,1998,16850
Kazakhstan,KAZ,1999,22670
Kazakhstan,KAZ,2000,27290
Kazakhstan,KAZ,2001,12890
Kazakhstan,KAZ,2002,23560
Kazakhstan,KAZ,2003,21704
Kazakhstan,KAZ,2004,18061
Kazakhstan,KAZ,2005,24730
Kazakhstan,KAZ,2006,19588
Kazakhstan,KAZ,2007,11250
Kazakhstan,KAZ,2008,13285
Kazakhstan,KAZ,2009,17193
Kazakhstan,KAZ,2010,17231.6
Kazakhstan,KAZ,2011,15758.3
Kazakhstan,KAZ,2012,15505
Kazakhstan,KAZ,2013,20902
Kazakhstan,KAZ,2014,21993
Kazakhstan,KAZ,2015,24205
Kazakhstan,KAZ,2016,29853.1
Kazakhstan,KAZ,2017,32696.6
Kazakhstan,KAZ,2018,50104.7
Kazakhstan,KAZ,2019,44479.3
Kazakhstan,KAZ,2020,43783.3
Kyrgyzstan,KGZ,1992,9140
Kyrgyzstan,KGZ,1993,5680
Kyrgyzstan,KGZ,1994,4080
Kyrgyzstan,KGZ,1995,2640
Kyrgyzstan,KGZ,1996,2340
Kyrgyzstan,KGZ,1997,2100
Kyrgyzstan,KGZ,1998,2000
Kyrgyzstan,KGZ,1999,2100
Kyrgyzstan,KGZ,2000,2244
Kyrgyzstan,KGZ,2001,1963
Kyrgyzstan,KGZ,2002,2197
Kyrgyzstan,KGZ,2003,1760
Kyrgyzstan,KGZ,2004,1715
Kyrgyzstan,KGZ,2005,1212
Kyrgyzstan,KGZ,2006,1768
Kyrgyzstan,KGZ,2007,1127
Kyrgyzstan,KGZ,2008,1270
Kyrgyzstan,KGZ,2009,1410.3
Kyrgyzstan,KGZ,2010,1640.4
Kyrgyzstan,KGZ,2011,1377.4
Kyrgyzstan,KGZ,2012,1312
Kyrgyzstan,KGZ,2013,1752
Kyrgyzstan,KGZ,2014,1700
Kyrgyzstan,KGZ,2015,2644.12
Kyrgyzstan,KGZ,2016,2408
Kyrgyzstan,KGZ,2017,2833.9
Kyrgyzstan,KGZ,2018,5640.4
Kyrgyzstan,KGZ,2019,3796.5
Kyrgyzstan,KGZ,2020,1375.7
Land Locked Developing Countries (FAO),,1961,4340
Land Locked Developing Countries (FAO),,1962,6040
Land Locked Developing Countries (FAO),,1963,6040
Land Locked Developing Countries (FAO),,1964,6400
Land Locked Developing Countries (FAO),,1965,6640
Land Locked Developing Countries (FAO),,1966,6640
Land Locked Developing Countries (FAO),,1967,7640
Land Locked Developing Countries (FAO),,1968,6640
Land Locked Developing Countries (FAO),,1969,6640
Land Locked Developing Countries (FAO),,1970,6640
Land Locked Developing Countries (FAO),,1971,7640
Land Locked Developing Countries (FAO),,1972,7960
Land Locked Developing Countries (FAO),,1973,8652
Land Locked Developing Countries (FAO),,1974,8335
Land Locked Developing Countries (FAO),,1975,6323
Land Locked Developing Countries (FAO),,1976,8530
Land Locked Developing Countries (FAO),,1977,8550
Land Locked Developing Countries (FAO),,1978,9384
Land Locked Developing Countries (FAO),,1979,10384
Land Locked Developing Countries (FAO),,1980,12134
Land Locked Developing Countries (FAO),,1981,11194
Land Locked Developing Countries (FAO),,1982,11278
Land Locked Developing Countries (FAO),,1983,11158
Land Locked Developing Countries (FAO),,1984,11128
Land Locked Developing Countries (FAO),,1985,11068
Land Locked Developing Countries (FAO),,1986,10528
Land Locked Developing Countries (FAO),,1987,10138
Land Locked Developing Countries (FAO),,1988,10188
Land Locked Developing Countries (FAO),,1989,10648
Land Locked Developing Countries (FAO),,1990,10588
